ID,Candidate State,Age Range,Sex,Protected category,Study area,Study Title,Years Experience,Sector,Year of insertion,Year of Recruitment,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,City,Province,Region
24124,First contact,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,CREAZZO,Vicenza,Veneto
24133,First contact,< 20 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],Energy,2022,,,,,,,,,,,,,SAN GIOVANNI IN MARIGNANO,Rimini,Emilia Romagna
24135,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,STARANZANO,Gorizia,Friuli Venezia Giulia
24140,In selection,31 - 35 years,Female,,electronic Engineering,Doctorate,[0-1],Automotive,2021,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
24145,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MODENA,Modena,Emilia Romagna
24146,In selection,20 - 25 years,Male,,computer engineering,Three-year degree,[1-3],Railway,2023,,,,,,,,,,,Not available,Not available,LAURIA,Potenza,Basilicata
24169,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SAVIGLIANO,Cuneo,Piedmont
24175,First contact,31 - 35 years,Male,,Energy and Nuclear Engineering,Five-year degree,[3-5],Oil and Gas,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
24176,Imported,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CASARANO,Lecce,Puglia
24184,Imported,26 - 30 years,Male,,Electrical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BITONTO,Bari,Puglia
24210,In selection,< 20 years,Male,,Electrical Engineering,Five-year degree,[1-3],Others,2023,,,,,,,,,,,28-30 K,,MILAN,Milan,Lombardy
24216,In selection,26 - 30 years,Male,,Automotive Engineering,Five-year degree,[0],Automotive,2022,,,,,,,,,,,,,PADERNO DUGNANO,Milan,Lombardy
24223,Imported,31 - 35 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
24237,Hired,< 20 years,Male,,Management Engineering,Three-year degree,[0],Automotive,2022,2022,Milan,Engineering,Junior Consultant,[0-1],20-22K,28-30K,Three-year degree,Management Engineering,Milan,,,MONTELEPRE,Palermo,Sicily
24250,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,FLORENCE,Florence,Tuscany
24252,Imported,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,GIAVENO,Turin,Piedmont
24268,In selection,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[3-5],Others,2018,,,,,,,,,,,30-32 K,,RUVO DI PUGLIA,Bari,Puglia
24274,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PINEROLO,Turin,Piedmont
24276,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,ALCAMO,Trapani,Sicily
24282,In selection,> 45 years,Male,,Mechanical engineering,Five-year degree,[+10],Oil and Gas,2021,,,,,,,,,,,,,PERUGIA,Perugia,Umbria
24284,In selection,36 - 40 years,Male,,computer engineering,Five-year degree,[3-5],Others,2023,,,,,,,,,,,Not available,Not available,VILLARICCA,Naples,Campania
24292,Imported,20 - 25 years,Female,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,SAN SECONDO DI PINEROLO,Turin,Piedmont
24293,Imported,26 - 30 years,Female,,Energy and Nuclear Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TARANTO,Taranto,Puglia
24298,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BARI,Bari,Puglia
24299,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PRAROSTINO,Turin,Piedmont
24319,Imported,26 - 30 years,Male,,chemical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,NOVA SIRI,Matera,Basilicata
24320,Imported,26 - 30 years,Male,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MELFI,Potenza,Basilicata
24324,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BRACIGLIANO,Salerno,Campania
24325,Imported,20 - 25 years,Male,,Management Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CASTELLAMONTE,Turin,Piedmont
24327,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CALTANISSETTA,Caltanissetta,Sicily
24335,In selection,26 - 30 years,Male,,Economic - Statistics,Three-year degree,[3-5],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24338,Imported,20 - 25 years,Female,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CEGLIE MESSAPICA,Brindisi,Puglia
24339,First contact,20 - 25 years,Male,,Automotive Engineering,Three-year degree,[1-3],Others,2021,,,,,,,,,,,,,MONTANARO,Turin,Piedmont
24340,Imported,20 - 25 years,Male,,Electrical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ANDRIA,Barletta-Andria-Trani,Puglia
24343,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[1-3],Others,2022,,,,,,,,,,,Not available,Not available,TARANTO,Taranto,Puglia
24346,First contact,< 20 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0-1],Others,2022,,,,,,,,,,,,,MODENA,Modena,Emilia Romagna
24355,Imported,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,MONTE SANT'ANGELO,Foggia,Puglia
24356,First contact,31 - 35 years,Male,,Informatics,Three-year degree,[3-5],Others,2022,,,,,,,,,,,46-48 K,+ 50 K,CORSICO,Milan,Lombardy
24361,Imported,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MONOPOLIES,Bari,Puglia
24362,Imported,31 - 35 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MONTEMESOLA,Taranto,Puglia
24375,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MARTINA FRANCA,Taranto,Puglia
24380,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,VILLARBASSE,Turin,Piedmont
24394,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[0],Defence,2023,,,,,,,,,,,Not available,Not available,CASALE LITTA,Varese,Lombardy
24397,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,VERBANIA,Verbania,Piedmont
24403,In selection,< 20 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],Consulting,2023,,,,,,,,,,,,,MONZA,Monza-Brianza,Lombardy
24406,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,ALBISOLA SUPERIORE,Savona,Liguria
24409,First contact,< 20 years,Female,,Other scientific subjects,Five-year degree,[+10],Life sciences,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
24416,Hired,26 - 30 years,Female,,computer engineering,Five-year degree,[1-3],,2019,2023,Turin,Tech Consulting & Solutions,Consultant,[1-3],24-26K,30-32K,Five-year degree,computer engineering,Turin,,,GINOSA,Taranto,Puglia
24418,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,DELICETO,Foggia,Puglia
24422,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
24423,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MONTESPERTOLI,Florence,Tuscany
24431,Hired,31 - 35 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[3-5],Automotive,2018,2022,Rome,Engineering,Qualified Consultant,[5-7],32-34K,42-44K,Five-year degree,Information Engineering,Rome,,,TURIN,Turin,Piedmont
24432,Imported,26 - 30 years,Male,,Biomedical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
24440,First contact,36 - 40 years,Female,,electronic Engineering,Five-year degree,[7-10],Others,2022,,,,,,,,,,,,,CUSANO MILANINO,Milan,Lombardy
24446,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MOLA DI BARI,Bari,Puglia
24447,First contact,36 - 40 years,Male,,Mechanical engineering,Five-year degree,[7-10],Machining - Heavy Industry,2022,,,,,,,,,,,,,LAURO,Avellino,Campania
24448,First contact,< 20 years,Male,,Other scientific subjects,Five-year degree,[+10],Others,2022,,,,,,,,,,,,,MOROCCO,(STATE),(OVERSEAS)
24459,Imported,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CORATO,Bari,Puglia
24472,Imported,31 - 35 years,Female,,Communication Sciences,Five-year degree,[0],,2021,,,,,,,,,,,,,RIETI,Rieti,Lazio
24474,Imported,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,SAN VITO DEI NORMANNI,Brindisi,Puglia
24475,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ROSTA,Turin,Piedmont
24479,Imported,20 - 25 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TRECATE,Novara,Piedmont
24480,Imported,20 - 25 years,Female,,chemical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,SAVONA,Savona,Liguria
24488,Imported,20 - 25 years,Female,,Electrical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MAZARA DEL VALLO,Trapani,Sicily
24501,Hired,31 - 35 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[3-5],Others,2022,2022,Turin,Engineering,Consultant,[0-1],24-26K,32-34K,Five-year degree,Informatics,Turin,,,TURIN,Turin,Piedmont
24521,In selection,< 20 years,Male,,Mechanical engineering,Five-year degree,[1-3],Others,2023,,,,,,,,,,,Not available,Not available,NAPLES,Naples,Campania
24532,In selection,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,ACERRA,Naples,Campania
24535,Imported,20 - 25 years,Female,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CARMAGNOLA,Turin,Piedmont
24540,First contact,31 - 35 years,Male,,Other,Five-year degree,[7-10],Services and Information Systems,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24553,First contact,> 45 years,Male,,Other,High school graduation,[+10],Others,2021,,,,,,,,,,,,,CINISELLO BALSAMO,Milan,Lombardy
24564,In selection,26 - 30 years,Male,,computer engineering,Five-year degree,[0],Others,2021,,,,,,,,,,,,,DORZANO,Biella,Piedmont
24568,First contact,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[3-5],Others,2018,,,,,,,,,,,,,VALENZANO,Bari,Puglia
24572,Imported,26 - 30 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,MOTTOLA,Taranto,Puglia
24574,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0-1],Others,2021,,,,,,,,,,,24-26 K,,CATANIA,Catania,Sicily
24579,Imported,20 - 25 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,FOSSANO,Cuneo,Piedmont
24595,Hired,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2020,2021,Milan,Engineering,Consultant,[3-5],26-28K,32-34K,Five-year degree,Automation/Mechatronics Engineering,Milan,,,TURIN,Turin,Piedmont
24618,Imported,20 - 25 years,Female,,Biomedical Engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,BARI,Bari,Puglia
24622,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ARDORE,Reggio-Calabria,Calabria
24625,In selection,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Aeronautics,2022,,,,,,,,,,,,,ROME,Rome,Lazio
24637,Imported,20 - 25 years,Female,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BITONTO,Bari,Puglia
24639,First contact,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,VILLAMASSARGIA,Carbonia Iglesias,Sardinia
24655,First contact,31 - 35 years,Male,,Mechanical engineering,Three-year degree,[7-10],Others,2022,,,,,,,,,,,,,POWER,Power,Basilicata
24660,In selection,26 - 30 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,SASSARI,Sassari,Sardinia
24662,First contact,40 - 45 years,Male,,Energy and Nuclear Engineering,Five-year degree,[+10],Automotive,2021,,,,,,,,,,,,,CUNEO,Cuneo,Piedmont
24664,Imported,20 - 25 years,Male,,Electrical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,SOLETO,Lecce,Puglia
24666,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,COVERAGE,Lecce,Puglia
24669,Hired,20 - 25 years,Male,,Other,High school graduation,[3-5],Automotive,2022,2023,Turin,Tech Consulting & Solutions,Consultant,[1-3],24-26K,32-34K,High school graduation,Electrical Engineering,Turin,Not available,Not available,TURIN,Turin,Piedmont
24676,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24682,QM,> 45 years,Male,,Mechanical engineering,Three-year degree,[+10],Oil and Gas,2021,,,,,,,,,,,,,EGYPT,(STATE),(OVERSEAS)
24687,Imported,26 - 30 years,Male,,Telecommunications Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,MARTINA FRANCA,Taranto,Puglia
24689,In selection,20 - 25 years,Male,,Informatics,High school graduation,[7-10],Others,2022,,,,,,,,,,,,,ARZACHENA,Olbia Tempio,Sardinia
24691,Imported,20 - 25 years,Female,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,GROTTAGLIE,Taranto,Puglia
24698,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,APRICENA,Foggia,Puglia
24701,Hired,31 - 35 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[1-3],Machining - Heavy Industry,2020,2021,Modena,Engineering,Consultant,,,,,,,,,Türkiye,(STATE),(OVERSEAS)
24705,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MASCALUCIA,Catania,Sicily
24710,In selection,> 45 years,Male,,Mechanical engineering,Five-year degree,[+10],Oil and Gas,2023,,,,,,,,,,,,,SERBIA AND MONTENEGRO,(STATE),(OVERSEAS)
24713,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,TOLLEGNO,Biella,Piedmont
24715,First contact,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,34-36 K,34-36 K,REGGIO DI CALABRIA,Reggio-Calabria,Calabria
24718,Imported,20 - 25 years,Female,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,DOGLIANI,Cuneo,Piedmont
24719,In selection,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[1-3],Aeronautics,2023,,,,,,,,,,,26-28 K,30-32 K,MILAN,Milan,Lombardy
24724,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,LICATA,Agrigento,Sicily
24727,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BISCEGLIE,Barletta-Andria-Trani,Puglia
24730,Imported,26 - 30 years,Female,,Biomedical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,SAN GIOVANNI LA PUNTA,Catania,Sicily
24734,In selection,31 - 35 years,Male,,Management Engineering,Five-year degree,[+10],Telecom,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24739,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[1-3],Railway,2022,,,,,,,,,,,,,POGGIBONSI,Siena,Tuscany
24741,Imported,20 - 25 years,Female,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CHERASCO,Cuneo,Piedmont
24742,First contact,26 - 30 years,Male,,Other scientific subjects,Five-year degree,[1-3],Others,2022,,,,,,,,,,,,,VIBO VALENTIA,Vibo-Valentia,Calabria
24743,In selection,26 - 30 years,Male,,Economic - Statistics,Three-year degree,[0],Others,2023,,,,,,,,,,,,,TARANTO,Taranto,Puglia
24752,Imported,31 - 35 years,Female,,electronic Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24795,First contact,> 45 years,Male,,industrial engineering,Three-year degree,[+10],Others,2022,,,,,,,,,,,,,CHIETI,Chieti,Abruzzo
24809,Imported,31 - 35 years,Male,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24810,Imported,20 - 25 years,Male,,electronic Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,ALBISOLA SUPERIORE,Savona,Liguria
24816,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CASTELVETRANO,Trapani,Sicily
24818,Imported,26 - 30 years,Male,,Electrical Engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,BITONTO,Bari,Puglia
24821,First contact,> 45 years,Female,,electronic Engineering,Five-year degree,[0],Others,2021,,,,,,,,,,,,,TERAMO,Teramo,Abruzzo
24823,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Aeronautics,2022,,,,,,,,,,,,,FRANCAVILLA FONTANA,Brindisi,Puglia
24828,In selection,40 - 45 years,Male,,Other,High school graduation,[+10],Consulting,2022,,,,,,,,,,,36-38 K,38-40 K,CISLAGO,Varese,Lombardy
24842,Imported,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CERRIONE,Biella,Piedmont
24853,In selection,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],Aeronautics,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
24862,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,NICKEL,Turin,Piedmont
24877,First contact,31 - 35 years,Male,,Automotive Engineering,Five-year degree,[3-5],Automotive,2022,,,,,,,,,,,,,SASSUOLO,Modena,Emilia Romagna
24891,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,PERUGIA,Perugia,Umbria
24892,First contact,< 20 years,Male,,industrial engineering,Five-year degree,[7-10],Consulting,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
24895,Imported,20 - 25 years,Female,,electronic Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,RUVO DI PUGLIA,Bari,Puglia
24898,In selection,< 20 years,Male,,Informatics,Three-year degree,[5-7],Others,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
24902,In selection,< 20 years,Male,,Informatics,High school graduation,[5-7],Others,2022,,,,,,,,,,,,,RIMINI,Rimini,Emilia Romagna
24909,Imported,26 - 30 years,Male,,chemical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,PIASCO,Cuneo,Piedmont
24912,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24919,Imported,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,NAPLES,Naples,Campania
24922,Imported,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,GASSINO TORINESE,Turin,Piedmont
24923,Imported,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24931,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,POLICORO,Matera,Basilicata
24938,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
24940,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
24945,Imported,20 - 25 years,Female,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,RIVOLI,Turin,Piedmont
24948,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BRINDISI,Brindisi,Puglia
24952,Imported,26 - 30 years,Male,,electronic Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,PALERMO,Palermo,Sicily
24956,First contact,31 - 35 years,Male,,Informatics,Three-year degree,[0-1],Services and Information Systems,2022,,,,,,,,,,,,,VALENZANO,Bari,Puglia
24969,QM,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[1-3],Others,2019,,,,,,,,,,,,,CAPURSO,Bari,Puglia
24970,First contact,26 - 30 years,Male,,Information Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,CAMIGLIANO,Caserta,Campania
24971,Imported,31 - 35 years,Female,,,Doctorate,[0],,2021,,,,,,,,,,,,,VESUVIAN SUM,Naples,Campania
24977,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,OULX,Turin,Piedmont
25006,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MESSINA,Messina,Sicily
25019,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,RAGUSA,Ragusa,Sicily
25020,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SGURGOLA,Frosinone,Lazio
25023,First contact,26 - 30 years,Female,,computer engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,CERRETO D'ESI,Ancona,Marche
25039,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,BRESCIA,Brescia,Lombardy
25041,Imported,26 - 30 years,Male,,Information Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,BONARCADO,Oristano,Sardinia
25056,Imported,26 - 30 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CRISPIANO,Taranto,Puglia
25059,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,ALCAMO,Trapani,Sicily
25062,Imported,20 - 25 years,Male,,Electrical Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,FOGGIA,Foggia,Puglia
25070,In selection,< 20 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],Aeronautics,2023,,,,,,,,,,,,,MILAN,Milan,Lombardy
25079,First contact,31 - 35 years,Male,,electronic Engineering,Five-year degree,[1-3],Others,2021,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
25082,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
25084,Imported,26 - 30 years,Female,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
25086,In selection,> 45 years,Male,,electronic Engineering,Five-year degree,[+10],Others,2021,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
25090,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CHINA PEOPLE'S REPUBLIC,(STATE),(FOREIGN)
25094,Imported,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
25095,In selection,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2020,,,,,,,,,,,,,TURIN,Turin,Piedmont
25101,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,PIOVERA,Alessandria,Piedmont
25102,Imported,20 - 25 years,Male,,electronic Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CASTELNUOVO DON BOSCO,Asti,Piedmont
25107,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
25116,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MARTINA FRANCA,Taranto,Puglia
25120,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CASTELL'ALFERO,Asti,Piedmont
25121,First contact,26 - 30 years,Female,,Mechanical engineering,Three-year degree,[3-5],Life sciences,2019,,,,,,,,,,,Not available,Not available,POLIGNANO A MARE,Bari,Puglia
25130,First contact,26 - 30 years,Female,,Mechanical engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
25137,In selection,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0-1],Consulting,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
25141,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
25142,Imported,26 - 30 years,Male,,Information Engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,IVREA,Turin,Piedmont
25149,First contact,20 - 25 years,Male,,computer engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,Not available,Not available,POZZUOLI,Naples,Campania
25154,Imported,20 - 25 years,Female,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,APEX,Benevento,Campania
25155,Hired,31 - 35 years,Female,,Economic - Statistics,Five-year degree,[5-7],Others,2018,2018,Turin,Support,Support Advanced,,,,,,,20-22 K,22-24 K,CHIERI,Turin,Piedmont
25156,Imported,20 - 25 years,Male,,electronic Engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,VERCELLI,Vercelli,Piedmont
